id,fake,real
TEST_00090,0.9997674822807312,0.9347171783447266
TEST_00091,0,0
TEST_00092,0.9991814494132996,0.9923468828201294
TEST_00093,0.0771056860685348,0.9997292160987854
TEST_00094,0.9997517466545104,0.677122950553894
TEST_00095,0.996154010295868,0.9855701327323914
TEST_00096,0.0042151357047259,0.9995088577270508
TEST_00097,0,0
TEST_00098,0.878447949886322,0.9946658611297609
TEST_00099,0.0052516474388539,0.999902606010437
TEST_00100,0.9977770447731018,0.8275460004806519
TEST_00101,0,0
TEST_00102,0.4658605754375458,0.6769052743911743
TEST_00103,0.9998822212219238,0.0004690232162829
TEST_00104,0.999923586845398,0.9591766595840454
TEST_00105,0.0040855701081454,0.9999768733978271
TEST_00106,0.9989569187164308,0.3394619822502136
TEST_00107,3.9391350583173335e-05,0.9999535083770752
TEST_00108,0,0
TEST_00109,0.3958496749401092,0.9880713224411012
TEST_00110,0.9999419450759888,0.0792571827769279
TEST_00111,0.9995390176773072,0.991359531879425
TEST_00112,0.0003581483324524,0.9999914169311525
TEST_00113,0.5865171551704407,0.9970473647117616
TEST_00114,0.998467743396759,0.9959706664085388
TEST_00115,0.9999520778656006,0.9844143390655518
TEST_00116,0.033578585833311,0.995274007320404
TEST_00117,0.9999948740005492,0.7775747179985046
TEST_00118,0.999958634376526,0.7551456093788147
TEST_00119,0.9999995231628418,0.8908419609069824
TEST_00120,0.9999998807907104,0.0987276881933212
TEST_00121,0.000598152342718,0.9999996423721312
TEST_00122,0.0224337205290794,0.9949072003364564
TEST_00123,0.9999932050704956,0.3406752645969391
TEST_00124,0.070761926472187,0.9995037317276
TEST_00125,0.9997217059135436,0.842701256275177
TEST_00126,0.9969063401222228,0.997365176677704
TEST_00127,0.9999562501907348,0.6270053386688232
TEST_00128,0.9999998807907104,0.8524957895278931
TEST_00129,0.3117561638355255,0.9984011054039
TEST_00130,0.999450147151947,0.9777617454528807
TEST_00131,0.0001802466576918,0.999990701675415
TEST_00132,0,0
TEST_00133,0.4940811097621918,0.9218635559082032
TEST_00134,0.8954699039459229,0.9962357878684998
TEST_00135,0.0012234708992764,0.9986989498138428
TEST_00136,0.8142942190170288,0.9985719919204712
TEST_00137,0.8516614437103271,0.9999247789382936
TEST_00138,0.9996143579483032,0.8309329748153687
TEST_00139,0.999964714050293,0.9014872908592224
TEST_00140,0.966801643371582,0.0024032690562307
TEST_00141,0.9982026815414428,0.0124392043799161
TEST_00142,0.0026286956854164,0.9999810457229614
TEST_00143,0.9843459725379944,0.0217149406671524
TEST_00144,0.0644803866744041,0.9999184608459472
TEST_00145,0.3768468499183655,0.9991989731788636
TEST_00146,0.9963816404342652,0.9948042035102844
TEST_00147,1.4429559087147936e-05,0.9999995231628418
TEST_00148,0.7723885178565979,0.9940590858459472
TEST_00149,0.9568058848381042,0.9613221883773804
TEST_00150,0.9841647744178772,0.9986634254455566
TEST_00151,0.9994966983795166,0.8933331966400146
TEST_00152,0.4798992872238159,0.510962724685669
TEST_00153,0.967000424861908,0.9995222091674804
TEST_00154,0.9999998807907104,0.4352507591247558
TEST_00155,0.9732523560523988,0.6319139003753662
TEST_00156,0.9999302625656128,0.9790040850639344
TEST_00157,0.987933874130249,0.9797433018684388
TEST_00158,0.9999659061431884,0.786173939704895
TEST_00159,4.9160586058860645e-05,0.999974250793457
TEST_00160,0,0
TEST_00161,3.691849030929007e-07,0.9999988079071044
TEST_00162,0.0958799496293068,0.9718320965766908
TEST_00163,0,0
TEST_00164,1.0,0.0009738651569932
TEST_00165,0.9103330373764038,0.127235010266304
TEST_00166,0.999992609024048,0.9351447224617004
TEST_00167,9.204002537899215e-08,1.0
TEST_00168,0.9999995231628418,0.1341446042060852
TEST_00169,0.9458670020103456,0.999772846698761
TEST_00170,0.0023363425862044,0.99998676776886
TEST_00171,0.9999359846115112,0.8052642941474915
TEST_00172,0.9065341353416444,0.999050796031952
TEST_00173,0.9991636276245116,0.9904677271842957
TEST_00174,0.6452932953834534,0.9997472167015076
TEST_00175,0.0022459712345153,0.999936580657959
TEST_00176,0.4799645245075226,0.4870376586914062
TEST_00177,0,0
TEST_00178,0.9999992847442628,0.9965662360191344
TEST_00179,0.997730791568756,0.9057827591896056
TEST_00180,0.9999958276748656,0.9658555388450624
TEST_00181,0.0015883559826761,0.9999372959136964
TEST_00182,1.0,0.0311720725148916
TEST_00183,0.0884253904223442,0.9934592247009276
TEST_00184,0.9963745474815368,0.9999678134918212
TEST_00185,0.5236482620239258,0.9539863467216492
TEST_00186,0.999550998210907,0.5954486131668091
TEST_00187,0.9226806163787842,0.9971976280212402
TEST_00188,0.9139822125434875,0.9945101737976074
TEST_00189,0.0031785273458808,0.9999880790710448
TEST_00190,0.1042305305600166,0.999920129776001
TEST_00191,0.1417334824800491,0.6831247806549072
TEST_00192,0.999990940093994,0.9909003973007202
TEST_00193,0,0
TEST_00194,0.978643000125885,0.0297402795404195
TEST_00195,0.0091192368417978,0.9981454610824584
TEST_00196,0.999963879585266,0.9794480204582214
TEST_00197,0.9737507700920104,0.999693751335144
TEST_00198,0.9999805688858032,0.7841496467590332
TEST_00199,0.997633695602417,0.9942691326141356
TEST_00200,0.9977632761001588,0.9860885739326476
TEST_00201,0.9992363452911376,0.975159764289856
TEST_00202,0.0946934148669242,0.9988178610801696
TEST_00203,0.0019003944471478,0.9947375655174256
TEST_00204,0.9999996423721312,0.9579172730445862
TEST_00205,0.016182005405426,0.9955898523330688
TEST_00206,0.9999078512191772,0.9936561584472656
TEST_00207,0.0007863355567678,0.9995383024215698
TEST_00208,0.9999934434890748,0.942130446434021
TEST_00209,0.0190016832202672,0.9995914101600648
TEST_00210,0.996698558330536,0.996316134929657
TEST_00211,0.9602572917938232,0.996285915374756
TEST_00212,0.1210044026374816,0.99568909406662
TEST_00213,0.9999991655349731,0.8673425912857056
TEST_00214,0.9999957084655762,0.1323428899049759
TEST_00215,0.1039051860570907,0.9998164772987366
TEST_00216,0.9999797344207764,0.9892672300338744
TEST_00217,6.736272189300507e-05,0.9999781847000122
TEST_00218,0,0
TEST_00219,0.6896264553070068,0.9264733791351318
TEST_00220,0.6574053764343262,0.9961293935775756
TEST_00221,0,0
TEST_00222,0.9952324032783508,0.9876402020454408
TEST_00223,0.9999743700027466,0.994157075881958
TEST_00224,7.048531551845372e-05,0.9999608993530272
TEST_00225,0,0
TEST_00226,0.0688382685184478,0.997119665145874
TEST_00227,0.9999959468841552,0.8815003633499146
TEST_00228,1.045964836521307e-06,0.9999445676803588
TEST_00229,0.999990701675415,0.332590639591217
TEST_00230,0.0060093062929809,0.9999376535415648
TEST_00231,2.4488324925187044e-05,0.9999732971191406
TEST_00232,0.9995442032814026,0.9627296328544616
TEST_00233,0.7290048003196716,0.9996742010116576
TEST_00234,0.0184773802757263,0.9998569488525392
TEST_00235,4.085244290763512e-05,0.9999874830245972
TEST_00236,0.0015192312421277,0.9998090863227844
TEST_00237,0.9997162222862244,0.992265522480011
TEST_00238,0.999947190284729,0.1327980011701584
TEST_00239,0,0
TEST_00240,0.999948024749756,0.9990035891532898
TEST_00241,0.455555111169815,0.9796984195709229
TEST_00242,5.654988399328431e-06,0.9999537467956544
TEST_00243,0.9999992847442628,0.8008567690849304
TEST_00244,0.9999815225601196,0.973995327949524
TEST_00245,0.970458447933197,0.999826729297638
TEST_00246,0.9999997615814208,0.3766384124755859
TEST_00247,0,0
TEST_00248,0.9896888732910156,0.9997087121009828
TEST_00249,0,0
TEST_00250,0.993070900440216,0.964616060256958
TEST_00251,0.9994113445281982,0.999975562095642
TEST_00252,0.0458752587437629,0.9993520379066468
TEST_00253,0,0
TEST_00254,0.9982025623321532,0.9302775859832764
TEST_00255,0.4798992872238159,0.510962724685669
TEST_00256,1.11051595013123e-05,0.9999822378158568
TEST_00257,0.4798992872238159,0.510962724685669
TEST_00258,0.000382094993256,0.99100261926651
TEST_00259,1.2581363034724902e-11,0.9999995231628418
TEST_00260,0.9824322462081908,0.0071478867903351
TEST_00261,0.9046705961227416,0.0023640289437025
TEST_00262,5.956207132840063e-06,0.9999971389770508
TEST_00263,0.6169347167015076,0.9999186992645264
TEST_00264,0.9977089166641236,0.9783379435539246
TEST_00265,0.9134103655815125,0.9878777265548706
TEST_00266,0.8160460591316223,0.8855379223823547
TEST_00267,8.372870070161298e-05,0.9999865293502808
TEST_00268,0.9911017417907716,0.9989305138587952
TEST_00269,0.9998868703842164,0.986426591873169
TEST_00270,1.5936984709696844e-05,0.9999983310699464
TEST_00271,0.9999929666519164,0.9980497360229492
TEST_00272,1.0,7.419401663355529e-05
TEST_00273,0.998418927192688,0.0008315095910802
TEST_00274,0.6696964502334595,0.9997091889381408
TEST_00275,0.0039860866963863,0.9994879961013794
TEST_00276,0.9999970197677612,0.7527844905853271
TEST_00277,0.9995599389076232,0.99014413356781
TEST_00278,3.54080356146369e-07,0.9999991655349731
TEST_00279,0.0013671311317011,0.99903404712677
TEST_00280,0.99987530708313,0.9952379465103148
TEST_00281,0.980645477771759,0.9876930117607116
TEST_00282,7.524304237449542e-05,0.9997307658195496
TEST_00283,0.9954087138175964,0.9924612641334534
TEST_00284,0.9999953508377076,0.5035691261291504
TEST_00285,0.247766837477684,0.7787879109382629
TEST_00286,0.996631681919098,0.9897364377975464
TEST_00287,0.4798992872238159,0.510962724685669
TEST_00288,0.0326462499797344,0.813727855682373
TEST_00289,0,0
TEST_00290,0,0
TEST_00291,0.013280308805406,0.9991152882575988
TEST_00292,0.2159951329231262,0.995640993118286
TEST_00293,0.7081470489501953,0.0026924938429147
TEST_00294,0.1726492047309875,0.9284275770187378
TEST_00295,0.0010408965172246,0.9998077750205994
TEST_00296,0.4100561439990997,0.661809504032135
TEST_00297,0.9975733160972596,0.987329602241516
TEST_00298,0.999924898147583,0.9957755208015442
TEST_00299,0.9999910593032836,0.001874320092611
TEST_00300,0.000331429648213,0.9967106580734252
TEST_00301,0,0
TEST_00302,0.9999465942382812,0.0010960428044199
TEST_00303,0.9999998807907104,0.1771517992019653
TEST_00304,3.765400151678477e-07,0.999992847442627
TEST_00305,0.9999679327011108,0.9956554174423218
TEST_00306,0.0135988779366016,0.999755322933197
TEST_00307,0.8976147174835205,0.0773836523294448
TEST_00308,0.987793505191803,0.9009836316108704
TEST_00309,0.7154074311256409,0.0800002813339233
TEST_00310,0.9966323971748352,0.002637998200953
TEST_00311,0.0002730294072534,0.9999094009399414
TEST_00312,0.0162441208958625,0.999790370464325
TEST_00313,0.0127071216702461,0.99603670835495
TEST_00314,9.749139735504286e-07,0.9999719858169556
TEST_00315,0.000174030647031,0.999392032623291
TEST_00316,0.9999964237213136,0.4032402336597442
TEST_00317,1.6231173503911123e-05,0.999652862548828
TEST_00318,0.9972726702690125,0.0004905935493297
TEST_00319,0.5425390005111694,0.9996883869171144
TEST_00320,0.0365570522844791,0.9996249675750732
TEST_00321,0.9373511672019958,0.9990658164024352
TEST_00322,2.2130889192339964e-06,0.999998927116394
TEST_00323,0.4407103061676025,0.9996114373207092
TEST_00324,0.0143180405721068,0.9911220073699952
TEST_00325,3.1032053811941296e-05,0.9999991655349731
TEST_00326,0.6975128054618835,0.999783217906952
TEST_00327,0,0
TEST_00328,0.4836551547050476,0.9924775958061218
TEST_00329,0.3757020235061645,0.7138701677322388
TEST_00330,0.999537467956543,0.9913434982299804
TEST_00331,0.2076514214277267,0.9997301697731018
TEST_00332,0.8025240898132324,0.9999247789382936
TEST_00333,0.9979670643806458,0.5969049334526062
TEST_00334,0.999946355819702,0.990832269191742
TEST_00335,0.9999508857727052,0.9913612008094788
TEST_00336,0.9623664617538452,0.6555983424186707
TEST_00337,0.9999423027038574,0.9602971076965332
TEST_00338,0,0
TEST_00339,0.9782829284667968,0.0027836780063807
TEST_00340,0,0
TEST_00341,0.9996836185455322,0.0013311489019542
TEST_00342,0.9043557047843932,0.9995922446250916
TEST_00343,0.999919056892395,0.8391834497451782
TEST_00344,0.9999991655349731,0.9482362270355223
TEST_00345,0.9999997615814208,0.0039070905186235
TEST_00346,0.9602407813072203,0.9929072856903076
TEST_00347,0.999991536140442,0.9865354895591736
TEST_00348,0.94561505317688,0.1109303459525108
TEST_00349,0.826492428779602,0.9792246222496032
TEST_00350,8.462518053420354e-06,0.999556601047516
TEST_00351,0.4960930347442627,0.8952674865722656
TEST_00352,0.999321222305298,0.9527782201766968
TEST_00353,0,0
TEST_00354,0.5219107270240784,0.9812641143798828
TEST_00355,0.5208340287208557,0.9978801012039183
TEST_00356,0.0241920817643404,0.9740463495254515
TEST_00357,0.999292492866516,0.9817806482315063
TEST_00358,0.0220138225704431,0.9999914169311525
TEST_00359,0.9999970197677612,0.8913214802742004
TEST_00360,0.999996542930603,0.9789486527442932
TEST_00361,0.05214149877429,0.982251226902008
TEST_00362,0.0765253230929374,0.9719974398612976
TEST_00363,0.9999997615814208,0.5869185924530029
TEST_00364,0.9995697140693665,0.9681594371795654
TEST_00365,0.0377783253788948,0.980628490447998
TEST_00366,0,0
TEST_00367,0,0
TEST_00368,0.3902632296085357,0.9879262447357178
TEST_00369,0.9999768733978271,0.9931848645210266
TEST_00370,0,0
TEST_00371,0.9999879598617554,0.9345725178718568
TEST_00372,8.453345071757212e-05,0.9999610185623168
TEST_00373,0.9691016674041748,0.0098423808813095
TEST_00374,3.025150544999633e-05,0.9999839067459106
TEST_00375,5.001697354600765e-05,0.999990701675415
TEST_00376,0,0
TEST_00377,0.9991044402122498,0.9720818996429444
TEST_00378,0.9999942779541016,0.0921860262751579
TEST_00379,0.9999970197677612,0.1738774478435516
TEST_00380,0.9999995231628418,0.1849003583192825
TEST_00381,0.9999150037765504,0.9752107858657836
TEST_00382,0.96671861410141,0.997870922088623
TEST_00383,0.9946070313453674,0.0005537497345358
TEST_00384,0.9893346428871156,0.0002694298455026
TEST_00385,0.999674916267395,0.9828282594680786
TEST_00386,0.9999282360076904,0.8682834506034851
TEST_00387,0.9999997615814208,0.0315049104392528
TEST_00388,0.9995561242103576,0.9433659315109252
TEST_00389,0.9998008608818054,0.2984533011913299
TEST_00390,0.4759195148944855,0.9545187950134276
TEST_00391,0.0010894383303821,0.9999728202819824
TEST_00392,0,0
TEST_00393,0.9951582551002502,0.997315227985382
TEST_00394,0.979614555835724,0.2962095737457275
TEST_00395,0.3248315155506134,0.9525377750396729
TEST_00396,0,0
TEST_00397,0.1004724502563476,0.9482345581054688
TEST_00398,1.1293752777419286e-06,0.9998712539672852
TEST_00399,0.999984860420227,0.985199809074402
TEST_00400,0.4412484169006347,0.997071385383606
TEST_00401,0.999994158744812,0.6871498823165894
TEST_00402,0,0
TEST_00403,0.8308621644973755,0.8040838241577148
TEST_00404,1.8335529716750898e-07,1.0
TEST_00405,0.9998781681060792,0.9860377907752992
TEST_00406,0.9842485785484314,0.9733387231826782
TEST_00407,0.9999885559082032,0.0010524762328714
TEST_00408,0.001667232136242,0.9999958276748656
TEST_00409,0.1257841885089874,0.986221432685852
TEST_00410,0,0
TEST_00411,0,0
TEST_00412,0.2767590880393982,0.999091625213623
TEST_00413,0.9962932467460632,0.9983855485916138
TEST_00414,0.999881148338318,0.0008166490588337
TEST_00415,0.8418039083480835,0.9998621940612792
TEST_00416,0,0
TEST_00417,0,0
TEST_00418,0.9999760389328004,0.8269243240356445
TEST_00419,0.9999982118606568,0.8913042545318604
TEST_00420,0.999957799911499,0.8969813585281372
TEST_00421,0.3000558912754059,0.970414102077484
TEST_00422,0.532332718372345,0.9989802241325378
TEST_00423,0.4798992872238159,0.510962724685669
TEST_00424,1.5978515875758603e-05,0.999947190284729
TEST_00425,0.7280665636062622,0.9973672032356262
TEST_00426,0.7018699645996094,0.999257743358612
TEST_00427,0.001188272726722,0.9998258948326112
TEST_00428,0.1972699761390686,0.9996987581253052
TEST_00429,0.0507884435355663,0.9715948700904846
TEST_00430,0.6743978261947632,0.9990948438644408
TEST_00431,0.9999991655349731,1.92316419997951e-05
TEST_00432,0.999509334564209,0.9796833395957948
TEST_00433,0.9999997615814208,0.1484162211418151
TEST_00434,0.0206530094146728,0.9601141810417176
TEST_00435,0.406149685382843,0.7119587659835815
TEST_00436,0.0004065163375344,0.9994025230407716
TEST_00437,0.999929904937744,0.8014234304428101
TEST_00438,0.5336412191390991,0.9985692501068116
TEST_00439,0.99916410446167,0.982459545135498
TEST_00440,0.1260642856359481,0.9997219443321228
TEST_00441,0,0
TEST_00442,0.0106026995927095,0.9995743632316588
TEST_00443,1.242885350194456e-08,1.0
TEST_00444,0,0
TEST_00445,0.0170776322484016,0.9999282360076904
TEST_00446,0.4170989096164703,0.999744951725006
TEST_00447,0.0343477204442024,0.9962683320045472
TEST_00448,0,0
TEST_00449,0.9999994039535522,0.3367183208465576
TEST_00450,4.354302291176282e-05,0.9999936819076538
TEST_00451,0.993627667427063,0.9971268773078918
TEST_00452,1.1757457230032742e-09,1.0
TEST_00453,0.0024265667889267,0.9995794892311096
TEST_00454,0,0
TEST_00455,0.0748180374503135,0.999891757965088
TEST_00456,0.971719205379486,0.996547520160675
TEST_00457,0.9916702508926392,0.9994757771492004
TEST_00458,0,0
TEST_00459,0.3188444972038269,0.5251394510269165
TEST_00460,0.1844008415937423,0.9997575879096984
TEST_00461,0.9999899864196776,0.7491409778594971
TEST_00462,0,0
TEST_00463,0.0007480365457013,0.9919785261154176
TEST_00464,0.4798992872238159,0.510962724685669
TEST_00465,0.0004349678929429,0.9999693632125854
TEST_00466,0.9946298599243164,0.9925850033760072
TEST_00467,7.59272097639041e-06,0.9355595707893372
TEST_00468,0,0
TEST_00469,8.376852989044892e-09,0.99978369474411
TEST_00470,2.740313721005805e-05,0.999990701675415
TEST_00471,0,0
TEST_00472,0.9993334412574768,0.9920957684516908
TEST_00473,0.999961256980896,0.9119797945022584
TEST_00474,0.2470165789127349,0.9956406354904176
TEST_00475,0.2610256671905517,0.9983532428741456
TEST_00476,0,0
TEST_00477,0.9996833801269532,0.9192302823066713
TEST_00478,0.9617053866386414,0.9994491934776306
TEST_00479,0.9981454610824584,0.985503077507019
TEST_00480,0.9999567270278932,0.9851609468460084
TEST_00481,0.9983569979667664,0.9806947708129884
TEST_00482,0.0059395711869001,0.999697208404541
TEST_00483,0.840145468711853,0.9996323585510254
TEST_00484,0.0447820648550987,0.9996535778045654
TEST_00485,0.9924494028091432,0.9970417618751526
TEST_00486,0,0
TEST_00487,0.955312192440033,0.9996267557144164
TEST_00488,0.9999430179595948,6.664663669653237e-05
TEST_00489,0.9999997615814208,0.6430181264877319
TEST_00490,0.8695774674415588,0.2922277152538299
TEST_00491,0.9919350147247314,0.9982762336730956
TEST_00492,6.324583955574781e-05,0.9996998310089112
TEST_00493,0,0
TEST_00494,0.0111322281882166,0.9998540878295898
TEST_00495,0.0102561311796307,0.9959877133369446
TEST_00496,0,0
TEST_00497,0.4798992872238159,0.510962724685669
TEST_00498,0,0
TEST_00499,0.9998841285705566,0.8266134262084961
TEST_00500,0.9643312096595764,0.9994532465934752
TEST_00501,0.9890246987342834,0.999386191368103
TEST_00502,0,0
TEST_00503,0.0089347623288631,0.999754011631012
TEST_00504,0,0
TEST_00505,0,0
TEST_00506,0.9988366961479188,0.9734665155410768
TEST_00507,0.8983864784240723,0.9997257590293884
TEST_00508,0.2281990498304367,0.9792547821998596
TEST_00509,0.0092105139046907,0.9991915822029114
TEST_00510,0.0047269645147025,0.999806821346283
TEST_00511,0.9557017683982848,0.9980764389038086
TEST_00512,0.9999961853027344,0.9602559804916382
TEST_00513,0,0
TEST_00514,0.7660186886787415,0.9984606504440308
TEST_00515,0.9999470710754396,0.95210599899292
TEST_00516,0.8501840829849243,0.9919207096099854
TEST_00517,0,0
TEST_00518,0.9998712539672852,0.6558422446250916
TEST_00519,0.997141420841217,0.8192153573036194
TEST_00520,0,0
TEST_00521,0.0087952688336372,0.9999747276306152
TEST_00522,0.9999980926513672,0.966729998588562
TEST_00523,0.4798992872238159,0.510962724685669
TEST_00524,0.4798992872238159,0.510962724685669
TEST_00525,0.0019636352080851,0.999842405319214
TEST_00526,0,0
TEST_00527,0.0003918631700798,0.9979448914527892
TEST_00528,0.88836270570755,0.9992893934249878
TEST_00529,0,0
TEST_00530,0.0345607586205005,0.996203601360321
TEST_00531,0.0087255118414759,0.9998847246170044
TEST_00532,0.9999011754989624,0.9960302710533142
TEST_00533,0.0002526880707591,0.999092936515808
TEST_00534,0.9999630451202391,0.7544627785682678
TEST_00535,0.9999990463256836,6.698165088891983e-05
TEST_00536,0.9999960660934448,0.9243894815444946
TEST_00537,0.997075080871582,0.9175093173980712
TEST_00538,0.7035191655158997,0.9993587136268616
TEST_00539,0.9765127897262572,0.9804168343544006
TEST_00540,3.108836244791746e-05,0.9986625909805298
TEST_00541,0.0073578562587499,0.9989757537841796
TEST_00542,0.9921367168426514,0.9580106139183044
TEST_00543,0.5004000663757324,0.9975385665893556
TEST_00544,0.8196582794189453,0.9953893423080444
TEST_00545,0.9999479055404664,0.8096667528152466
TEST_00546,0,0
TEST_00547,0.9999337196350098,0.9715046882629396
TEST_00548,0.9999840259552002,0.9185196757316588
TEST_00549,0.6498422026634216,0.9992690682411194
TEST_00550,0.982830286026001,0.9985095858573914
TEST_00551,0.9999328851699828,0.9731599688529968
TEST_00552,0.9999593496322632,0.3854907751083374
TEST_00553,0,0
TEST_00554,0.9780879020690918,0.9928561449050904
TEST_00555,0.9747883081436156,0.9097405076026917
TEST_00556,0.5473551154136658,0.9877896308898926
TEST_00557,0.0459990799427032,0.9989542961120604
TEST_00558,0.9999792575836182,0.6339884400367737
TEST_00559,0.9999997615814208,0.0516844093799591
TEST_00560,0.0006680322694592,0.9998062252998352
TEST_00561,0.9999762773513794,0.95775705575943
TEST_00562,0.0001168471208075,0.9999995231628418
TEST_00563,0.0067197862081229,0.9989812970161438
TEST_00564,0.9999991655349731,0.7362523674964905
TEST_00565,0.1696045398712158,0.9997478127479552
TEST_00566,0.9902262687683104,0.9556506872177124
TEST_00567,0.0035683347377926,0.9976134300231934
TEST_00568,1.0,0.2819109261035919
TEST_00569,0.9999996423721312,0.5327376127243042
TEST_00570,0.9999988079071044,0.7266346216201782
TEST_00571,0.9999877214431764,0.6125028729438782
TEST_00572,0.0183156710118055,0.999948024749756
TEST_00573,0.998899221420288,0.0004585097485687
TEST_00574,0.9996004700660706,0.8493936061859131
TEST_00575,0.0317614525556564,0.9997583031654358
TEST_00576,0.0053623956628143,0.9997989535331726
TEST_00577,0,0
TEST_00578,0.1791096478700637,0.999639630317688
TEST_00579,0.9999942779541016,0.941955268383026
TEST_00580,2.5324252419522963e-06,0.9999995231628418
TEST_00581,0.9994450211524964,0.9964595437049866
TEST_00582,0.9999518394470216,0.9464203119277954
TEST_00583,1.0,0.9445677399635316
TEST_00584,0.0767793208360672,0.999971866607666
TEST_00585,0.5021424889564514,0.7543408870697021
TEST_00586,0.9999995231628418,0.3955098688602447
TEST_00587,0.0001609490864211,0.9989768266677856
TEST_00588,0.9975842237472534,0.0003286296851001
TEST_00589,0.0002474210341461,0.9995478987693788
TEST_00590,0.9964733719825744,0.9987395405769348
TEST_00591,0.7137390375137329,0.996375858783722
TEST_00592,0.9999549388885498,0.6130841970443726
TEST_00593,0.0031580911017954,0.9999892711639404
TEST_00594,0.046349573880434,0.9987805485725404
TEST_00595,3.158159233862534e-05,0.9999716281890868
TEST_00596,0.9986475110054016,0.9980005621910096
TEST_00597,7.258727691805689e-06,0.9998181462287904
TEST_00598,0.9949392080307008,0.9948678016662598
TEST_00599,0.6389163136482239,0.9981313347816468
TEST_00600,0.9999879598617554,0.9856131672859192
TEST_00601,0.1001459658145904,0.9968134760856628
TEST_00602,0,0
TEST_00603,0.005888307467103,0.9997126460075378
